0	809
1	1459
2	2109
3	2581
4	2881
5	3166
6	3415
7	3941
8	4099
9	4951
10	5495
11	5612
12	6092
13	6737
14	6929
15	7145
16	7299
17	10673
18	11422
19	11619
21	11864
22	12326
23	13227
24	13659
25	14001
26	14549
27	15092
29	15573
30	15917
31	16103
32	16247
33	16427
34	16814
36	16986
37	17203
38	17383
39	17553
41	17681
42	17862
43	17990
44	19026
45	19657
47	19801
48	20228
49	20318
50	20419
51	20483
53	20557
54	21019
55	21492
56	21606
58	21735
59	21871
60	21946
62	22213
63	22297
64	22353
65	22618
67	22665
68	22721
69	23063
70	23081
71	23163
73	23205
74	23272
75	23281
77	23315
78	23322
79	23384
80	23480
82	23562
83	23728
84	23815
85	23893
86	24085
87	24184
89	24326
90	24495
91	24661
92	25012
94	25056
95	25160
96	25301
97	25451
98	25613
99	25697
100	25822
102	25852
103	26432
104	26545
105	26584
106	26715
108	26872
109	26962
110	27039
112	27138
113	27190
114	27279
115	27447
117	27586
118	27816
119	27891
120	27934
122	28061
123	28113
124	28194
125	28292
127	28349
128	28432
129	28483
130	28566
132	28660
133	28694
134	28770
135	29109
137	29207
138	29389
139	29438
140	29480
142	29549
143	29580
144	29709
146	29747
147	29779
148	29878
150	29914
151	29973
152	30054
154	30191
155	30239
156	30357
158	30404
159	30529
160	30577
162	30673
163	30763
164	30793
166	30826
167	30961
168	31048
169	31082
171	31127
172	31149
173	31193
175	31215
176	31239
177	31263
179	31291
180	31387
182	31444
183	31469
184	31533
186	31551
187	31578
188	31602
190	31609
191	31642
192	31726
194	31755
195	31775
196	31881
198	31950
199	31964
201	31987
202	32025
203	32077
205	32137
206	32188
208	32232
209	32257
210	32352
212	32393
213	32423
214	32481
216	32548
217	32573
219	32605
220	32634
221	32667
223	32717
224	32779
225	32830
227	32847
228	32875
230	32911
231	32964
233	32997
234	33020
236	33034
237	33046
238	33086
240	33104
241	33133
243	33152
244	33184
245	33204
247	33291
248	33312
250	33330
251	33348
253	33366
254	33375
256	33400
257	33424
258	33453
260	33478
261	33516
263	33563
264	33569
266	33580
267	33589
269	33610
270	33616
272	33621
273	33626
275	33630
276	33649
278	33682
279	33706
281	33717
283	33728
285	33733
287	33759
289	33759
291	33775
293	33786
295	33786
297	33787
299	33788
300	33788
302	33788
304	33788
306	33788
308	33789
310	33797
312	33798
314	33798
316	33803
318	33805
320	33870
322	33871
324	33887
327	33887
329	33890
332	33890
334	33891
336	33891
338	33898
341	33899
343	33900
345	33900
347	33900
349	33900
351	33900
354	33901
356	33913
359	33913
361	33913
363	33916
364	33916
366	33916
367	33916
369	33968
370	33968
372	33970
374	33970
376	33972
377	33972
379	33975
380	33975
382	33975
384	33982
385	33998
387	33998
389	33998
391	33998
393	33998
395	33998
397	34005
398	34005
401	34005
403	34005
404	34076
406	34078
408	34078
410	34110
412	34110
414	34110
415	34110
417	34110
419	34111
422	34111
424	34111
426	34111
428	34112
430	34112
432	34112
434	34112
435	34112
438	34112
440	34112
442	34112
444	34112
446	34112
448	34112
450	34112
453	34112
455	34112
457	34112
459	34112
461	34112
463	34112
465	34112
468	34112
470	34112
472	34112
474	34112
477	34112
479	34112
