0	12
1	298
2	304
3	1200
4	1401
5	1401
6	1440
7	1469
8	1469
9	1469
10	1471
11	1499
12	2259
13	2282
14	2342
15	2386
16	2416
17	2422
18	2446
19	2565
20	2655
21	2658
22	2874
23	2874
25	2876
26	2881
27	2881
28	2881
29	2884
30	3116
31	3121
32	3141
33	3147
34	3147
35	3226
36	3228
37	3233
38	3240
40	3240
41	3281
42	3300
43	3340
44	3355
45	3355
46	3355
47	3355
48	3356
49	3358
50	3371
51	3373
52	3373
53	3445
54	3553
55	3553
56	3602
57	3612
58	3699
59	3863
60	3863
61	4024
62	4027
63	4040
64	4062
65	4077
66	4113
67	4118
68	4230
69	4244
70	4315
71	4348
72	4521
73	4529
74	4623
75	4642
76	4649
77	4657
78	4712
79	4724
80	4775
81	4794
82	5140
83	5218
84	5235
85	5239
86	5307
87	5317
88	5324
90	5361
91	5696
92	5708
93	5720
94	5843
95	5967
96	5983
97	6012
98	6107
99	6182
100	6269
101	6300
102	6319
103	6449
104	6477
105	6505
106	6528
107	6553
108	6594
109	6612
110	6622
112	6656
113	6741
114	6919
115	6922
116	6958
117	6959
118	6991
119	7007
120	7010
121	7082
122	7103
123	7172
124	7213
125	7223
127	7232
128	7320
129	7327
130	7475
131	7496
132	7517
133	7527
134	7600
135	7616
136	7628
138	7652
139	7796
140	7819
141	7821
142	7831
143	7844
144	7848
145	7882
146	7914
147	7941
149	7954
150	8264
151	8271
152	8271
153	8279
154	8279
155	8285
156	8307
157	8342
159	8379
160	8394
161	8409
162	8445
163	8477
164	8609
165	8674
166	8766
167	8800
169	8852
170	8874
171	8877
172	8892
173	8913
174	8934
176	8981
177	8994
178	9005
179	9011
180	9062
181	9075
182	9079
183	9121
185	9142
186	9171
187	9238
188	9245
189	9248
190	9260
191	9281
193	9317
194	9343
195	9364
196	9648
197	9661
198	9700
200	9734
201	9769
202	9775
203	9797
204	9801
205	9832
206	9844
208	9882
209	9893
210	9893
211	9897
212	9935
214	9937
215	9986
216	10279
217	10308
219	10311
220	10328
221	10331
222	10336
223	10373
225	10448
226	10460
227	10494
228	10500
229	10504
231	10570
232	10587
233	10658
235	10664
236	10716
237	10731
238	10736
239	10755
241	10793
242	10795
243	10814
244	10817
246	10821
247	10832
248	10833
249	10885
251	10920
252	10932
253	10982
254	10983
255	10986
257	10995
258	11003
259	11011
260	11021
261	11022
263	11023
264	11026
265	11026
266	11053
268	11078
269	11089
270	11089
271	11102
273	11106
274	11106
275	11125
277	11132
278	11136
279	11177
280	11180
281	11204
283	11218
284	11226
285	11260
286	11263
287	11497
288	11529
290	11544
291	11546
292	11552
293	11559
295	11572
296	11589
297	11618
298	11636
300	11637
301	11648
302	11649
303	11675
305	11686
306	11722
307	11821
308	11822
310	11827
311	11847
312	11848
313	11855
315	11903
316	11912
317	11912
318	11933
320	11940
321	11993
322	12013
323	12025
325	12096
326	12164
327	12165
328	12173
329	12173
331	12179
332	12206
333	12206
335	12219
336	12229
337	12229
338	12238
340	12238
341	12239
343	12274
344	12291
345	12436
347	12462
348	12464
349	12479
350	12479
352	12479
353	12479
354	12484
356	12490
357	12495
358	12497
359	12503
361	12512
362	12563
363	12567
365	14136
366	14138
367	14141
368	14142
370	14146
371	14146
372	14146
374	14146
375	14149
376	14156
378	14187
379	14196
380	14245
382	14247
383	14271
384	14276
385	14277
387	14281
388	14303
389	14304
391	14314
392	14317
393	14326
394	14349
396	14354
397	14364
398	14364
400	14367
401	14376
402	14385
404	14389
405	14389
406	14394
408	14399
409	14456
410	14466
411	14472
413	14495
414	14520
415	14526
417	14589
418	14589
419	14596
421	14883
422	14892
423	14900
425	14915
426	14936
427	14938
429	14938
430	14940
432	14940
433	14949
434	14959
435	14980
437	14990
438	14991
440	15061
441	15079
442	15105
444	15113
445	15113
446	15138
448	15157
449	15159
450	15168
452	15168
453	15174
455	15811
456	15969
457	15970
459	15972
460	16002
461	16017
463	16017
464	16025
465	16025
467	16027
468	16027
469	16027
470	16027
472	16027
473	16037
474	16038
476	16043
477	16046
478	16056
480	16062
481	16080
482	16083
484	16093
485	16093
487	16094
488	16095
489	16108
491	16109
492	16109
494	16111
495	16119
496	16156
498	16162
499	16162
500	16162
502	16166
503	16215
505	16215
506	16215
508	16227
509	16227
510	16235
512	16238
513	16286
514	16286
516	16298
517	16350
519	16374
520	16390
521	16390
523	16390
524	16393
525	16393
527	16393
528	16396
529	16397
531	16406
532	16414
534	16453
535	16456
536	16457
538	16458
539	16461
540	16476
542	16477
543	16498
544	16515
545	16523
547	16559
548	16568
549	16585
551	16588
552	16591
553	16618
554	16843
